image_id,width,height,file_name,license,time_captured,original_url,isstatic,kaggle_id,filepath,num_garments
15576,700,1024,a85127a36e37e04f16f57d71c50c1e7f.jpg,4,"March-August, 2018",http://farm3.staticflickr.com/2826/11793535286_54766902f0_n.jpg,1,a85127a36e37e04f16f57d71c50c1e7f,/kaggle/working/data/images/a85127a36e37e04f16f57d71c50c1e7f.jpg,2
19783,679,1024,9684681e29ce0d37c937e51f85773479.jpg,4,"March-August, 2018",http://farm8.staticflickr.com/7302/12522654383_2659e0e251_n.jpg,1,9684681e29ce0d37c937e51f85773479,/kaggle/working/data/images/9684681e29ce0d37c937e51f85773479.jpg,12
16096,682,1024,0efef69fa4f99cfaa9bee9b679f22dc3.jpg,4,"March-August, 2018",http://farm8.staticflickr.com/7137/13157067853_d783cb0863_n.jpg,1,0efef69fa4f99cfaa9bee9b679f22dc3,/kaggle/working/data/images/0efef69fa4f99cfaa9bee9b679f22dc3.jpg,8
12747,682,1024,302b7bf863046e04b1a38cf13ccbde49.jpg,4,"March-August, 2018",http://farm6.staticflickr.com/5535/14527037121_00e9718793_n.jpg,1,302b7bf863046e04b1a38cf13ccbde49,/kaggle/working/data/images/302b7bf863046e04b1a38cf13ccbde49.jpg,6
13079,683,1024,b79660cb27097e97ed5f7132da94aca9.jpg,4,"March-August, 2018",http://farm4.staticflickr.com/3836/15095827499_1d9f7cb41e_n.jpg,1,b79660cb27097e97ed5f7132da94aca9,/kaggle/working/data/images/b79660cb27097e97ed5f7132da94aca9.jpg,7
15909,465,1024,5601d2b3137fc85dd1aaa4b96ebe4dfc.jpg,4,"March-August, 2018",http://farm8.staticflickr.com/7309/16400653859_18495e526e_n.jpg,1,5601d2b3137fc85dd1aaa4b96ebe4dfc,/kaggle/working/data/images/5601d2b3137fc85dd1aaa4b96ebe4dfc.jpg,5
16941,682,1024,b363bb7165f83708e7c0fe43475ad448.jpg,4,"March-August, 2018",http://farm8.staticflickr.com/7197/6906202741_29b2ea8192_n.jpg,1,b363bb7165f83708e7c0fe43475ad448,/kaggle/working/data/images/b363bb7165f83708e7c0fe43475ad448.jpg,4
9765,1024,683,7203c4d65c0c966fef8501428d90214c.jpg,4,"March-August, 2018",http://farm1.staticflickr.com/953/42001282381_3ccc696928_n.jpg,1,7203c4d65c0c966fef8501428d90214c,/kaggle/working/data/images/7203c4d65c0c966fef8501428d90214c.jpg,2
13212,616,1024,ba2faa58092809e759c3b9f3eab66431.jpg,5,"March-August, 2018",http://farm4.staticflickr.com/3589/3377687332_432fa93938_n.jpg,1,ba2faa58092809e759c3b9f3eab66431,/kaggle/working/data/images/ba2faa58092809e759c3b9f3eab66431.jpg,9
15581,562,1024,df3351ad8fb6c6c100a5137f3594048a.jpg,5,"March-August, 2018",http://farm3.staticflickr.com/2514/3731915325_d2db191140_n.jpg,1,df3351ad8fb6c6c100a5137f3594048a,/kaggle/working/data/images/df3351ad8fb6c6c100a5137f3594048a.jpg,7
16017,683,1024,a7dbdec9cd88afe8a552268a40eb44e0.jpg,4,"March-August, 2018",http://farm5.staticflickr.com/4206/35433240771_3ca598b6a6_n.jpg,1,a7dbdec9cd88afe8a552268a40eb44e0,/kaggle/working/data/images/a7dbdec9cd88afe8a552268a40eb44e0.jpg,6
20360,1024,683,7c21970e2c80945b152e65c3855be5fc.jpg,4,"March-August, 2018",http://farm7.staticflickr.com/6097/6241026927_e4f8789449_n.jpg,1,7c21970e2c80945b152e65c3855be5fc,/kaggle/working/data/images/7c21970e2c80945b152e65c3855be5fc.jpg,5
12614,682,1024,e99439fc11b063373739e984df6c38d2.jpg,4,"March-August, 2018",http://farm8.staticflickr.com/7219/7032101837_74555eb2e4_n.jpg,1,e99439fc11b063373739e984df6c38d2,/kaggle/working/data/images/e99439fc11b063373739e984df6c38d2.jpg,1
20206,751,1024,cf8a2e870bd48867ea9a33d8e34981b2.jpg,4,"March-August, 2018",http://farm9.staticflickr.com/8524/29638093235_71cf438af3_n.jpg,1,cf8a2e870bd48867ea9a33d8e34981b2,/kaggle/working/data/images/cf8a2e870bd48867ea9a33d8e34981b2.jpg,9
11730,682,1024,7b842b60e0df0e31c7359c219e47c61f.jpg,3,"March-August, 2018",http://farm8.staticflickr.com/7743/28108908436_9a42f714ec_n.jpg,1,7b842b60e0df0e31c7359c219e47c61f,/kaggle/working/data/images/7b842b60e0df0e31c7359c219e47c61f.jpg,6
10670,862,1024,cdff9665b61d2f382d547ee225a7fdc8.jpg,4,"March-August, 2018",http://farm5.staticflickr.com/4784/38892212990_e074656c94_n.jpg,1,cdff9665b61d2f382d547ee225a7fdc8,/kaggle/working/data/images/cdff9665b61d2f382d547ee225a7fdc8.jpg,11
9763,1024,680,5e2a6a7db0585dcc528be8b8f19e19ce.jpg,4,"March-August, 2018",http://farm5.staticflickr.com/4200/34616309011_392709114f_n.jpg,1,5e2a6a7db0585dcc528be8b8f19e19ce,/kaggle/working/data/images/5e2a6a7db0585dcc528be8b8f19e19ce.jpg,3
12377,681,1024,52c03db3cf44c840fe35328d6d1f0e58.jpg,0,"March-August, 2018",http://farm4.staticflickr.com/3078/2886576292_3759a20e5d_m.jpg,1,52c03db3cf44c840fe35328d6d1f0e58,/kaggle/working/data/images/52c03db3cf44c840fe35328d6d1f0e58.jpg,2
16098,1024,682,9976f0b3bb7116004ad1d09f7e09f9fe.jpg,8,"March-August, 2018",https://www.pexels.com,0,9976f0b3bb7116004ad1d09f7e09f9fe,/kaggle/working/data/images/9976f0b3bb7116004ad1d09f7e09f9fe.jpg,5
12123,679,1024,ca1827ba6f12285ea26ab758622ac5a8.jpg,4,"March-August, 2018",http://farm4.staticflickr.com/3580/3333724118_ccaa588bba_m.jpg,1,ca1827ba6f12285ea26ab758622ac5a8,/kaggle/working/data/images/ca1827ba6f12285ea26ab758622ac5a8.jpg,5
18805,1024,682,faf123fd594c013eb68932957eabab41.jpg,8,"March-August, 2018",https://www.pexels.com,0,faf123fd594c013eb68932957eabab41,/kaggle/working/data/images/faf123fd594c013eb68932957eabab41.jpg,1
15809,682,1024,c8601e3b7fbcc1c1120092beb2ac49ba.jpg,7,"March-August, 2018",https://unsplash.com,0,c8601e3b7fbcc1c1120092beb2ac49ba,/kaggle/working/data/images/c8601e3b7fbcc1c1120092beb2ac49ba.jpg,8
10332,680,1024,f087aced5e7f0815590508e97dc1d58a.jpg,3,"March-August, 2018",http://farm6.staticflickr.com/5322/6940382756_4bc9851790_n.jpg,1,f087aced5e7f0815590508e97dc1d58a,/kaggle/working/data/images/f087aced5e7f0815590508e97dc1d58a.jpg,3
10063,682,1024,7db596b189a3e8ab3829196c21db9a55.jpg,7,"March-August, 2018",https://unsplash.com,0,7db596b189a3e8ab3829196c21db9a55,/kaggle/working/data/images/7db596b189a3e8ab3829196c21db9a55.jpg,5
9040,679,1024,b2edf1950f4e32e9a53c304821894a40.jpg,4,"March-August, 2018",http://farm5.staticflickr.com/4249/34453175303_7f5f227de7_n.jpg,1,b2edf1950f4e32e9a53c304821894a40,/kaggle/working/data/images/b2edf1950f4e32e9a53c304821894a40.jpg,6
11131,731,1024,63d856b51d244b44379faf64988dd3ea.jpg,5,"March-August, 2018",http://farm4.staticflickr.com/3932/15602674461_5e7f995286_n.jpg,1,63d856b51d244b44379faf64988dd3ea,/kaggle/working/data/images/63d856b51d244b44379faf64988dd3ea.jpg,7
16422,682,1024,f3e2704a82c810a2e68b77d1dc97f78a.jpg,0,"March-August, 2018",http://farm9.staticflickr.com/8182/8009477098_06d6fcb2ed_n.jpg,1,f3e2704a82c810a2e68b77d1dc97f78a,/kaggle/working/data/images/f3e2704a82c810a2e68b77d1dc97f78a.jpg,7
20130,1024,682,54cd3b67664eb428d31d607622c99861.jpg,7,"March-August, 2018",https://unsplash.com,0,54cd3b67664eb428d31d607622c99861,/kaggle/working/data/images/54cd3b67664eb428d31d607622c99861.jpg,7
10034,1024,1022,c664cbc05f8eca79ceba9344f1a67f28.jpg,3,"March-August, 2018",http://farm5.staticflickr.com/4563/37640126355_f0865e639e_n.jpg,1,c664cbc05f8eca79ceba9344f1a67f28,/kaggle/working/data/images/c664cbc05f8eca79ceba9344f1a67f28.jpg,9
11569,682,1024,3e259103b4336759b568bb8316188d96.jpg,3,"March-August, 2018",http://farm5.staticflickr.com/4193/34652538816_ae450737d4_n.jpg,1,3e259103b4336759b568bb8316188d96,/kaggle/working/data/images/3e259103b4336759b568bb8316188d96.jpg,4
20602,682,1024,77da96205e2a5d63dbe8e7a9b22dc2cd.jpg,5,"March-August, 2018",http://farm4.staticflickr.com/3497/3240431515_49bed61558_m.jpg,1,77da96205e2a5d63dbe8e7a9b22dc2cd,/kaggle/working/data/images/77da96205e2a5d63dbe8e7a9b22dc2cd.jpg,4
10030,682,1024,ef7f2f22c8aa3c09e62c46056ae61d5a.jpg,4,"March-August, 2018",http://farm7.staticflickr.com/6086/6146007687_f91aa47384_n.jpg,1,ef7f2f22c8aa3c09e62c46056ae61d5a,/kaggle/working/data/images/ef7f2f22c8aa3c09e62c46056ae61d5a.jpg,4
16046,682,1024,76dc9ae31b569763067ec56d8cd745cc.jpg,4,"March-August, 2018",http://farm4.staticflickr.com/3067/2505105094_4869d254df_m.jpg,1,76dc9ae31b569763067ec56d8cd745cc,/kaggle/working/data/images/76dc9ae31b569763067ec56d8cd745cc.jpg,5
11851,682,1024,488c4b69c375d5d4c97902b6ad7d7ec5.jpg,3,"March-August, 2018",http://farm6.staticflickr.com/5553/14859602528_11fddf3ef9_n.jpg,1,488c4b69c375d5d4c97902b6ad7d7ec5,/kaggle/working/data/images/488c4b69c375d5d4c97902b6ad7d7ec5.jpg,8
16828,686,1024,e1bdd5bb2e77518f210776a4430d818c.jpg,3,"March-August, 2018",http://farm4.staticflickr.com/3232/2825828050_d647a05ae2_n.jpg,1,e1bdd5bb2e77518f210776a4430d818c,/kaggle/working/data/images/e1bdd5bb2e77518f210776a4430d818c.jpg,4
17927,682,1024,f0519a5d293d222fa87ada91b47e59ed.jpg,0,"March-August, 2018",http://farm6.staticflickr.com/5447/7183575613_aeb5d2c19c_n.jpg,1,f0519a5d293d222fa87ada91b47e59ed,/kaggle/working/data/images/f0519a5d293d222fa87ada91b47e59ed.jpg,5
10339,683,1024,a0e5e366beedce4d602950806f8d7002.jpg,0,"March-August, 2018",http://farm3.staticflickr.com/2118/2133726303_4b57488177_m.jpg,1,a0e5e366beedce4d602950806f8d7002,/kaggle/working/data/images/a0e5e366beedce4d602950806f8d7002.jpg,5
12002,682,1024,30aef6cdaeb747c4eca19af1a3bfa353.jpg,5,"March-August, 2018",http://farm8.staticflickr.com/7049/26994802186_17ac391ff9_n.jpg,1,30aef6cdaeb747c4eca19af1a3bfa353,/kaggle/working/data/images/30aef6cdaeb747c4eca19af1a3bfa353.jpg,6
20063,421,1024,5d4832d71ffede69380f30c3436bae99.jpg,4,"March-August, 2018",http://farm5.staticflickr.com/4746/25378796427_48862e5b9a_n.jpg,1,5d4832d71ffede69380f30c3436bae99,/kaggle/working/data/images/5d4832d71ffede69380f30c3436bae99.jpg,6
9122,1024,1024,1189f0ef15dca5bde6afc42ae91aa76e.jpg,0,"March-August, 2018",http://farm9.staticflickr.com/8466/8115990660_2974e7a9d9_n.jpg,1,1189f0ef15dca5bde6afc42ae91aa76e,/kaggle/working/data/images/1189f0ef15dca5bde6afc42ae91aa76e.jpg,7
20474,1024,1024,30e4817cd12c39a367d4bf4434daf559.jpg,3,"March-August, 2018",http://farm8.staticflickr.com/7737/17430124674_e650fc10ee_n.jpg,1,30e4817cd12c39a367d4bf4434daf559,/kaggle/working/data/images/30e4817cd12c39a367d4bf4434daf559.jpg,10
11580,1024,682,ddd884d6c279d6b3aec20caaae8e3572.jpg,7,"March-August, 2018",https://unsplash.com,0,ddd884d6c279d6b3aec20caaae8e3572,/kaggle/working/data/images/ddd884d6c279d6b3aec20caaae8e3572.jpg,7
16611,1024,1024,a7a3ff3854b3339fb1d3c2ce084719de.jpg,3,"March-August, 2018",http://farm2.staticflickr.com/1625/26059619380_17ba4309b5_n.jpg,1,a7a3ff3854b3339fb1d3c2ce084719de,/kaggle/working/data/images/a7a3ff3854b3339fb1d3c2ce084719de.jpg,6
18806,682,1024,203db246e78b91855fe3e07a88742b31.jpg,0,"March-August, 2018",http://farm4.staticflickr.com/3052/2673252154_28e4c904df_n.jpg,1,203db246e78b91855fe3e07a88742b31,/kaggle/working/data/images/203db246e78b91855fe3e07a88742b31.jpg,5
15121,682,1024,d20ac773fa9c5e4a9bbf88a3313e4aab.jpg,4,"March-August, 2018",http://farm8.staticflickr.com/7366/11801846073_651e8202f3_n.jpg,1,d20ac773fa9c5e4a9bbf88a3313e4aab,/kaggle/working/data/images/d20ac773fa9c5e4a9bbf88a3313e4aab.jpg,9
17999,639,1024,f42cc0d0d083a5de190a0e95dfd2b469.jpg,0,"March-August, 2018",http://farm9.staticflickr.com/8526/8568377439_5eb6c9c362_n.jpg,1,f42cc0d0d083a5de190a0e95dfd2b469,/kaggle/working/data/images/f42cc0d0d083a5de190a0e95dfd2b469.jpg,9
10460,682,1024,effb5aa31583b83e02b87d2a1f8b374d.jpg,3,"March-August, 2018",http://farm9.staticflickr.com/8265/10211771603_88c06f4ccd_n.jpg,1,effb5aa31583b83e02b87d2a1f8b374d,/kaggle/working/data/images/effb5aa31583b83e02b87d2a1f8b374d.jpg,8
15842,682,1024,571f8c9f11b790999bf207e09c222cbe.jpg,4,"March-August, 2018",http://farm6.staticflickr.com/5166/5224753353_cb2f56732e_n.jpg,1,571f8c9f11b790999bf207e09c222cbe,/kaggle/working/data/images/571f8c9f11b790999bf207e09c222cbe.jpg,5
17344,1024,785,ddd927cd4db78a4bc14885638450989e.jpg,5,"March-August, 2018",http://farm9.staticflickr.com/8518/8477141910_3307f2d62a_n.jpg,1,ddd927cd4db78a4bc14885638450989e,/kaggle/working/data/images/ddd927cd4db78a4bc14885638450989e.jpg,7
10704,681,1024,950a4de4fb5fe7bf00e058cddd7ce3f6.jpg,3,"March-August, 2018",http://farm9.staticflickr.com/8318/7940116640_c3186eaa97_n.jpg,1,950a4de4fb5fe7bf00e058cddd7ce3f6,/kaggle/working/data/images/950a4de4fb5fe7bf00e058cddd7ce3f6.jpg,5
9789,1024,1024,b3a4174a074605bd03c39846ae0b1e9d.jpg,3,"March-August, 2018",http://farm6.staticflickr.com/5603/14974136644_0e114a9e47_n.jpg,1,b3a4174a074605bd03c39846ae0b1e9d,/kaggle/working/data/images/b3a4174a074605bd03c39846ae0b1e9d.jpg,8
17642,682,1024,0c5f8fe77740929771088127edff9926.jpg,3,"March-August, 2018",http://farm4.staticflickr.com/3947/14993404183_bce13324d3_n.jpg,1,0c5f8fe77740929771088127edff9926,/kaggle/working/data/images/0c5f8fe77740929771088127edff9926.jpg,9
20548,622,1024,928547c1873e287a7b31ba149e3cccac.jpg,3,"March-August, 2018",http://farm4.staticflickr.com/3212/5712304504_4c746ec375_n.jpg,1,928547c1873e287a7b31ba149e3cccac,/kaggle/working/data/images/928547c1873e287a7b31ba149e3cccac.jpg,8
17043,683,1024,b16d768e8e1d3b56556eea15f3efac29.jpg,10,"March-August, 2018",https://burst.shopify.com,0,b16d768e8e1d3b56556eea15f3efac29,/kaggle/working/data/images/b16d768e8e1d3b56556eea15f3efac29.jpg,6
16042,731,1024,79983509d2d29ce725c914e1ee0b47ea.jpg,5,"March-August, 2018",http://farm5.staticflickr.com/4067/4606907791_4569bd85e2_n.jpg,1,79983509d2d29ce725c914e1ee0b47ea,/kaggle/working/data/images/79983509d2d29ce725c914e1ee0b47ea.jpg,3
19741,682,1024,d54f158ef3e6aa734b37700722071734.jpg,4,"March-August, 2018",http://farm9.staticflickr.com/8165/7587154990_ce09c548e0_n.jpg,1,d54f158ef3e6aa734b37700722071734,/kaggle/working/data/images/d54f158ef3e6aa734b37700722071734.jpg,5
18859,682,1024,573ae7d01a424bebfc69f59ea68bd318.jpg,2,"March-August, 2018",http://farm9.staticflickr.com/8291/7727071280_3b1f92bed8_n.jpg,1,573ae7d01a424bebfc69f59ea68bd318,/kaggle/working/data/images/573ae7d01a424bebfc69f59ea68bd318.jpg,5
15947,638,1024,459c8489b4ee60c88f2709a882547014.jpg,1,"March-August, 2018",https://farm8.staticflickr.com/7336/12709085783_0f863ab255_o.jpg,1,459c8489b4ee60c88f2709a882547014,/kaggle/working/data/images/459c8489b4ee60c88f2709a882547014.jpg,7
18163,516,1024,cc90e9463f5d307179d831f8089e10d2.jpg,4,"March-August, 2018",http://farm9.staticflickr.com/8236/8589352935_533899ab93_n.jpg,1,cc90e9463f5d307179d831f8089e10d2,/kaggle/working/data/images/cc90e9463f5d307179d831f8089e10d2.jpg,5
20312,681,1024,9ec67242d7c47ba95b668e03ec1dd170.jpg,4,"March-August, 2018",http://farm9.staticflickr.com/8298/7946606118_d59f352f12_n.jpg,1,9ec67242d7c47ba95b668e03ec1dd170,/kaggle/working/data/images/9ec67242d7c47ba95b668e03ec1dd170.jpg,9
11149,683,1024,7ce5af64694609ac83050e972ea149ed.jpg,4,"March-August, 2018",https://farm2.staticflickr.com/1936/41768908562_9d9d76ced7_o.jpg,1,7ce5af64694609ac83050e972ea149ed,/kaggle/working/data/images/7ce5af64694609ac83050e972ea149ed.jpg,5
17771,683,1024,b8e6e20224bda883cf173fb652af0775.jpg,4,"March-August, 2018",https://farm2.staticflickr.com/1936/16817027437_9d9d76ced7_o.jpg,1,b8e6e20224bda883cf173fb652af0775,/kaggle/working/data/images/b8e6e20224bda883cf173fb652af0775.jpg,8
11198,683,1024,aed4ff497e844803791d63d70e09cc7e.jpg,4,"March-August, 2018",https://farm2.staticflickr.com/1936/16817040747_9d9d76ced7_o.jpg,1,aed4ff497e844803791d63d70e09cc7e,/kaggle/working/data/images/aed4ff497e844803791d63d70e09cc7e.jpg,2
17242,1024,683,37551abeb8ff11428e403ab76203646f.jpg,4,"March-August, 2018",https://farm2.staticflickr.com/1936/16873680090_9d9d76ced7_o.jpg,1,37551abeb8ff11428e403ab76203646f,/kaggle/working/data/images/37551abeb8ff11428e403ab76203646f.jpg,2
10726,633,1024,76d41787252081841c1c89dee63fad9b.jpg,4,"March-August, 2018",https://farm2.staticflickr.com/1936/17115784902_9d9d76ced7_o.jpg,1,76d41787252081841c1c89dee63fad9b,/kaggle/working/data/images/76d41787252081841c1c89dee63fad9b.jpg,5
17639,680,1024,7cc1ec0a22ba3dafd81e3d16edb810e8.jpg,4,"March-August, 2018",https://farm2.staticflickr.com/1936/16835703858_9d9d76ced7_o.jpg,1,7cc1ec0a22ba3dafd81e3d16edb810e8,/kaggle/working/data/images/7cc1ec0a22ba3dafd81e3d16edb810e8.jpg,6
